msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
This option allows you set the layout view (Text or Graphics).,Choose how you'd like the EPG content to look.,This option allows you set the layout view (Text or Graphics).,,,MISMATCH (SOME),
This option allows you to choose from the two channel lists that are available.,Choose from the two channel lists that are available.,This option allows you to choose from the two channel lists that are available.,,This option allows you to choose from the two channel lists that are available.,MISMATCH (SOME),
"This option allows you to choose what the first button press jumps to in channel list screen, (so pressing '2' jumps to 'A' or '2' first)",,"This option allows you to choose what the first button press jumps to in channel list screen, (so pressing '2' jumps to 'A' or '2' first)",,,SOLITARY,
This option allows you to disable sorting of the menus,,This option allows you to disable sorting of the menus,,This option allows you to disable sorting of the menus,UNCHANGED (SOME),
This option allows you to disable sorting of the option in setting screen's,Choose whether to sort items on settings screens.,'',,,INCOMPLETE (SOME),
This option allows you to disable sorting of the plugin browser.,,This option allows you to disable sorting of the plugin browser.,,This option allows you to disable sorting of the plugin browser.,UNCHANGED (SOME),
This option allows you to the SNR as a percentage (not all receivers support this).,Choose whether to show SNR as a percentage (not all receivers support this).,'',,,INCOMPLETE (SOME),
This option configures the general audio delay of Dolby Digital sound tracks.,Configure the general audio delay for Dolby Digital (also known as Dolby AC-3) audio tracks.,This option configures the general audio delay of Dolby Digital sound tracks.,,This option configures the general audio delay of Dolby Digital sound tracks.,MISMATCH (SOME),
This option configures the general audio delay of stereo sound tracks.,Configure the general audio delay for stereo audio tracks.,This option configures the general audio delay of stereo sound tracks.,,This option configures the general audio delay of stereo sound tracks.,MISMATCH (SOME),
This option configures the screen resolution in PC output mode.,Configure the screen resolution in PC output mode.,This option configures the screen resolution in PC output mode.,,This option configures the screen resolution in PC output mode.,MISMATCH (SOME),
This option configures the video output mode (or resolution).,Configure the video output mode/resolution.,This option configures the video output mode (or resolution).,,This option configures the video output mode (or resolution).,MISMATCH (SOME),
This option configures you can Bypass HDMI EDID check,,'',,,SOLITARY,
This option allows you can config the Colorimetry for HDR,This option lets you set the colorimetry for HDR. This relates to how color is perceived.,'',,,INCOMPLETE (SOME),
This option configures you can enable 3D Surround Sound.,,'',,,SOLITARY,
This option lets you adjust the 3D depth,Adjust the 3D depth,This option lets you adjust the 3D depth,,This option lets you adjust the 3D depth,MISMATCH (SOME),
This option lets you adjust the transparency of the user interface,Adjust the user interface background opacity.,This option lets you adjust the transparency of the user interface,,This option lets you adjust the transparency of the user interface,MISMATCH (SOME),
This option lets you choose the 3D mode,Choose the 3D mode,This option lets you choose the 3D mode,,This option lets you choose the 3D mode,MISMATCH (SOME),
This option lets you show the option in the extension screen,Choose whether to show the option on the Extensions screen,This option lets you show the option in the extension screen,,This option lets you show the option in the extension screen,MISMATCH (SOME),
This option moves the PVR status from the separate window into the MoviePlayer infobar.,This option lets you move the PVR status from a separate window into the movie player's infobar.,'',,,INCOMPLETE (SOME),
This option set the level of suppression of mosquito noise (Mosquito Noise is random aliasing as a result of strong compression). Obviously this goes at the cost of picture details.,This option lets you set the mosquito noise suppression level. This happens at the expense of picture detail.\nMosquito noise is random aliasing as a result of strong compression.,This option set the level of suppression of mosquito noise (Mosquito Noise is random aliasing as a result of strong compression). Obviously this goes at the cost of picture details.,,,MISMATCH (SOME),
This option sets the picture color space.,This option lets you set the picture color space.,This option sets the picture color space.,,This option sets the picture color space.,MISMATCH (SOME),
"This plugin creates a USB stick which can be used to update the firmware of your %s %s without the need for a network or WLAN connection.\nFirst, a USB stick needs to be prepared so that it becomes bootable.\nIn the next step, an NFI image file can be downloaded from the update server and saved on the USB stick.\nIf you already have a prepared bootable USB stick, please insert it now. Otherwise plug in a USB stick with a minimum size of 64 MB!","This plugin creates a USB stick which can be used to update your %s %s's image without the need for a network connection.\nFirst, a USB stick needs to be prepared to make it bootable.\nIn the next step, an NFI image file can be downloaded from the update server and saved on the USB stick.\nIf you have already prepared a bootable USB stick, please insert it now. Otherwise plug in a USB stick with a minimum size of 64 MB!","This plugin creates a USB stick which can be used to update the firmware of your %s %s without the need for a network or WLAN connection.\nFirst, a USB stick needs to be prepared so that it becomes bootable.\nIn the next step, an NFI image file can be downloaded from the update server and saved on the USB stick.\nIf you already have a prepared bootable USB stick, please insert it now. Otherwise plug in a USB stick with a minimum size of 64 MB!",,,MISMATCH (SOME),
"This test checks whether your LAN adapter is set up for automatic IP address configuration with DHCP.\nIf you get a \""disabled\"" message:\n - then your LAN adapter is configured for manual IP setup\n- verify thay you have entered correct IP informations in the adapter setup dialog.\nIf you get an \""enabled\"" message:\n-verify that you have a configured and working DHCP server in your network.","This test checks whether your network adapter is set up for automatic IP address configuration with DHCP.\n\nIf you get a \""disabled\"" result:\n\n• your adapter's IP address is configured manually, verify that you have entered the correct details in the adapter's DHCP configuration.\n\nIf you get an \""enabled\"" result:\n• verify that you have a working and properly-configured DHCP server on your network.\n\nPress Exit to return to the previous screen.","This test checks whether your LAN adapter is set up for automatic IP address configuration with DHCP.\nIf you get a \""disabled\"" message:\n - then your LAN adapter is configured for manual IP setup\n- verify thay you have entered correct IP informations in the adapter setup dialog.\nIf you get an \""enabled\"" message:\n-verify that you have a configured and working DHCP server in your network.",,,MISMATCH (SOME),
TiVo support,'',TiVo support,,TiVo support,INCOMPLETE (SOME),
Time Update in Minutes,'',Time Update in Minutes,,,INCOMPLETE (SOME),
Time Update in Minutes:,'',Time Update in Minutes:,,Time Update in Minutes:,INCOMPLETE (SOME),
Time settings,Time Settings,Time settings,,,MISMATCH (SOME),capitalisation
Time to execute command or script,Run command or script at,Time to execute command or script,,Time to execute command or script,MISMATCH (SOME),
Timeline font size,Timeline text size,Timeline font size,,Timeline font size,MISMATCH (SOME),
Timeline 24 Hour,24-hour format timeline,'',,'',INCOMPLETE (SOME),
Position of recording icons,Align recording icons,'',,,INCOMPLETE (SOME),
Set the position of the recording icons,"Choose where recording icons should appear, relative to the event name.",'',,,INCOMPLETE (SOME),
middle,'','',,'',EMPTY (SOME),
hide,Hide,'',,'',INCOMPLETE (SOME),
Show time in 24 hour clock format.,Choose whether to show the timeline in 24-hour format.,'',,'',INCOMPLETE (SOME),
Timer List,'',Timer List,,Timer List,INCOMPLETE (SOME),
Timer overlap in pm_timers.xml detected!\nPlease recheck it!,A timer overlap was found in the pm_timers.xml file\nPlease check your timers.,Timer overlap in pm_timers.xml detected!\nPlease recheck it!,,Timer overlap in pm_timers.xml detected!\nPlease recheck it!,MISMATCH (SOME),
Timer record location,'',Timer record location,,Timer record location,INCOMPLETE (SOME),
Timers,'',Timers,,Timers,INCOMPLETE (SOME),
Timeshift save failed!,Couldn't save timeshift buffer!,Timeshift save failed!,,Timeshift save failed!,MISMATCH (SOME),
Timeshift save recording (Select event),Timeshift save recording (select event),Timeshift save recording (Select event),,Timeshift save recording (Select event),MISMATCH (SOME),capitalisation
Timeshift save recording (stop after current event),'',Timeshift save recording (stop after current event),,Timeshift save recording (stop after current event),INCOMPLETE (SOME),
Timeshift saved to your harddisk!,Timeshift buffer saved!,Timeshift saved to your harddisk!,,Timeshift saved to your harddisk!,MISMATCH (SOME),
Timeshift settings,Timeshift Settings,Timeshift settings,,,MISMATCH (SOME),capitalisation
Older files in the timeshift directory are removed on every event change.,Older files in the timeshift folder are removed on every event change.,'',,,INCOMPLETE (SOME),
Timeshift buffer limit [in hours],Limit timeshift buffer to # hours,'',,,INCOMPLETE (SOME),
Timeshift last events limit [number of events],Limit timeshift buffer to # most recent events,'',,,INCOMPLETE (SOME),
'Buffer in hours' or 'number of last events'. Priority has the condition for deleting older timeshift files which is first occurred.,,'',,,SOLITARY,
Timeshift checking for older files [in minutes],Timeshift checking for older files (in minutes),'',,,INCOMPLETE (SOME),
In addition the check by an event start can a repetitive check are used. So will the condition 'buffer limit in hours' or 'check free space' earlier detected.,,'',,,SOLITARY,
Timeshift checking for free space?,Timeshift checking for free space,'',,,INCOMPLETE (SOME),
"If the free space is less than setting value, then an attempt is made to delete the old timeshift files.","If the free space is less than setting value, an attempt is made to delete the old timeshift buffer files.",'',,,INCOMPLETE (SOME),
Timeshift event based file splitting,Split timeshift buffer by event,'',,,INCOMPLETE (SOME),
"If set to 'no', can you save older events even after zapping or interruption of the timeshift.","When set to 'no', older events can be saved, even after zapping or interrupting timeshift mode.",'',,,INCOMPLETE (SOME),
"If set to 'no', timeshift used only one buffer file. It's recommend 'Timeshift checking for older files [in minutes]' and 'Timeshift checking for free space?' to adjust.","When set to 'no', timeshift will use only one buffer file. It's recommend to adjust 'Timeshift checking for older files [in minutes]' and 'Timeshift checking for free space?'.",'',,,INCOMPLETE (SOME),
"In addition to the check at an event start, a repetitive check can be used, so that the conditions 'buffer limit in hours' or 'check free space' are detected earlier.",'','',,,EMPTY (SOME),
"'Buffer in hours' or 'number of last events'. For deleting older timeshift files, the condition which occurred first has priority.","'Buffer in hours' or 'number of last events'. For deleting older timeshift buffer files, the condition which occurs first will take priority.",'',,,INCOMPLETE (SOME),
Timeshift will get saved at end of event!,Timeshift buffer will be saved at the end of event.,Timeshift will get saved at end of event!,,,MISMATCH (SOME),
Timeshift-save action on zap,Timeshift action on zap,Timeshift-save action on zap,,Timeshift-save action on zap,MISMATCH (SOME),
"To update your %s %s firmware, please follow these steps:\n1) Turn off your box with the rear power switch and make sure the bootable USB stick is plugged in.\n2) Turn mains back on and hold the DOWN button on the front panel pressed for 10 seconds.\n3) Wait for bootup and follow instructions of the wizard.","To update your %s %s's image, please follow these steps:\n• Turn your receiver off using the rear switch or power supply and make sure the bootable USB stick is connected.\n• Turn the power back on and hold the ▼ Down or Power button on the front panel for 10 seconds.\n• Wait for startup, then follow the steps in the wizard.","To update your %s %s firmware, please follow these steps:\n1) Turn off your box with the rear power switch and make sure the bootable USB stick is plugged in.\n2) Turn mains back on and hold the DOWN button on the front panel pressed for 10 seconds.\n3) Wait for bootup and follow instructions of the wizard.",,,MISMATCH (SOME),
